,NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,PROFILE
794,Emilio Winder,75138678,69,71,84,3,6,4,2,4,2,57,58,62,beginner_data_science
795,Fred Garner,75062035,42,43,47,2,6,1,5,6,2,71,58,55,beginner_front_end
796,Shaun Avila,69659016,45,72,60,7,0,7,4,3,4,86,51,80,advanced_backend
797,Kathryn Gerard,76578422,64,74,13,4,5,4,4,3,2,44,50,58,advanced_backend
798,Russell Asato,9913644,14,34,44,1,6,3,0,7,3,80,67,74,beginner_backend
799,Amber Chang,17246373,74,14,13,3,3,4,1,5,3,69,45,54,beginner_front_end
800,Jennifer Evans,16614639,47,63,25,2,4,0,4,5,4,37,72,94,advanced_front_end
801,Leslie Roden,4208627,6,27,7,6,3,5,5,1,2,86,83,75,advanced_backend
802,Herbert Venable,46381544,20,46,63,3,6,8,2,4,1,65,74,74,beginner_data_science
803,Linda Wilcox,60246300,52,56,78,6,4,4,2,4,4,55,85,75,beginner_data_science
804,Sandra Howard,60474099,31,22,61,6,1,3,4,1,4,50,64,60,beginner_data_science
805,Candice Carn,59888879,36,37,28,3,6,0,5,7,2,60,56,60,advanced_data_science
806,Clara Wills,86816136,55,68,63,6,5,5,4,1,3,64,66,67,beginner_data_science
807,Myrtle Arthur,12867828,21,74,0,6,5,1,2,6,4,75,80,89,beginner_backend
808,Kellie Gardea,32935245,48,19,32,3,5,3,5,4,3,67,67,64,beginner_front_end
809,Edward Cates,88990937,66,45,32,5,7,3,3,5,4,67,52,51,beginner_front_end
810,David Robin,44868543,59,43,41,1,5,2,3,5,2,56,58,67,advanced_front_end
811,Donald Peel,28984844,54,18,50,2,2,1,1,6,4,41,80,72,advanced_front_end
812,Dan Blight,32230255,32,49,40,3,4,1,2,6,5,33,91,69,advanced_front_end
813,Kristen Cramer,6550576,80,61,10,4,6,2,7,1,3,51,55,58,advanced_backend
814,Elma Bell,52177723,42,34,28,5,3,2,3,6,4,77,55,57,beginner_front_end
815,Joseph Jolivette,74132634,63,68,50,3,4,1,2,3,2,47,69,56,advanced_front_end
816,Kathryn Long,65572462,25,50,13,9,2,10,0,1,3,55,100,100,advanced_data_science
817,Frank Richardson,7790411,81,73,57,5,2,6,4,8,10,53,52,67,advanced_backend
818,Nancy Abel,7275606,25,43,58,5,8,3,2,11,0,72,68,79,beginner_backend
819,Henry Radtke,94985571,9,24,21,2,4,8,0,3,3,59,60,78,beginner_data_science
820,James Vega,98688624,0,50,71,2,5,3,4,5,4,81,65,76,advanced_front_end
821,Frances Ashby,78056706,73,81,5,4,0,1,3,6,4,55,59,68,beginner_backend
822,Liza Duncan,23938570,11,32,24,1,1,3,4,5,5,74,82,74,beginner_backend
823,Randy Graham,44682928,74,18,33,4,5,5,2,5,2,53,48,61,beginner_front_end
824,Debra Todaro,44560364,69,35,38,3,7,6,4,6,5,62,42,57,beginner_front_end
825,Holly Deleon,81354164,22,47,38,5,2,0,3,4,4,72,71,74,beginner_backend
826,Guy Sanchez,40662075,44,64,41,5,3,3,4,4,2,70,73,76,beginner_backend
827,John Villa,74740977,21,37,15,6,5,3,7,0,3,89,79,60,advanced_backend
828,Valeria Meagher,30879376,16,52,58,6,1,3,6,5,4,73,71,93,advanced_backend
829,Karen Zawacki,75030979,49,69,22,7,6,2,4,5,4,75,73,74,beginner_backend
830,Laura Perez,4037315,22,52,29,6,3,4,5,2,3,76,69,71,advanced_backend
831,Anna Lumpkin,69131015,44,25,8,1,7,3,3,4,3,78,83,68,beginner_front_end
832,Nelda Timko,29200038,33,16,12,3,3,2,10,3,8,78,89,65,advanced_backend
833,Jeanette Morrow,33266654,53,46,0,8,4,3,5,6,0,58,78,63,advanced_data_science
834,Annabelle Crockett,64641960,6,27,47,3,3,9,5,1,1,64,96,67,beginner_data_science
835,Joyce Hodge,56567161,77,12,23,3,7,6,5,4,4,56,65,75,beginner_front_end
836,Emily Austell,5659088,36,66,59,5,4,4,0,2,5,39,55,77,beginner_data_science
837,Marion Geraldo,98525100,22,20,96,5,2,3,2,2,3,25,62,69,beginner_data_science
838,David Pinedo,65373484,59,16,25,3,4,9,3,6,3,60,71,30,advanced_front_end
839,Doris Diaz,89741832,33,42,54,6,5,3,2,8,5,75,56,57,beginner_front_end
840,Christopher Beauvais,25337159,105,0,28,5,8,11,7,7,3,56,62,96,beginner_front_end
841,Clarence Johnson,10878491,86,43,43,5,4,2,3,4,3,60,75,70,advanced_front_end
842,David Sloan,42851706,50,34,40,4,2,5,5,6,9,72,81,66,advanced_backend
843,Millard Magee,70070656,26,80,,3,6,0,3,5,3,75,74,42,beginner_front_end
844,Mitchell Wendt,16068669,45,18,46,5,3,4,5,5,4,76,53,63,beginner_front_end
845,Harold Davis,90067012,22,10,1,3,0,0,1,5,2,87,63,54,beginner_front_end
846,Beverly Black,56800499,69,64,6,9,2,9,2,6,3,52,62,69,advanced_data_science
847,Anna Spencer,99942404,22,46,47,3,6,3,2,6,2,79,78,77,beginner_backend
848,Mark Iglesia,16056837,47,57,43,2,5,0,3,4,2,55,80,75,advanced_front_end
849,Naomi Tolbert,54112582,43,81,0,7,4,7,5,7,2,50,83,78,advanced_data_science
850,Julio Loken,90037194,18,89,19,6,3,5,5,6,3,65,65,88,advanced_data_science
851,Lanie Wendt,44428737,34,27,21,0,6,3,4,6,5,38,83,67,advanced_front_end
852,Margaret Overton,34052813,10,10,31,0,3,5,6,4,3,85,81,68,beginner_backend
853,Tami Hernandez,24489721,33,55,20,2,2,2,8,0,3,79,74,62,advanced_backend
854,Shaun Ruiz,42813278,53,32,22,5,4,6,3,5,6,63,77,60,advanced_backend
855,Molly Stewart,22126297,39,37,19,6,3,6,8,4,7,73,65,61,beginner_data_science
856,Kyra Price,48274909,30,27,35,5,1,4,5,3,7,97,79,88,advanced_backend
857,Paul Cruz,10699643,26,43,46,3,1,4,6,3,5,56,87,78,beginner_backend
858,Paula Foresta,5450941,7,17,64,5,4,4,2,1,5,79,87,74,beginner_data_science
859,Anna Provencher,60253648,0,65,70,3,4,5,3,6,3,71,65,47,advanced_front_end
860,Jutta Bugg,58081767,52,86,26,5,4,0,2,8,1,67,70,85,beginner_backend
861,Williams Vassar,80155609,41,83,20,7,3,4,7,5,2,61,37,65,advanced_data_science
862,Maureen Fico,46968772,23,34,56,0,4,7,0,3,3,,87,89,beginner_data_science
863,Beverly Hollingsworth,74989876,28,53,54,1,6,1,3,5,2,48,64,68,advanced_front_end
864,Darleen Ortiz,30697287,75,33,45,3,8,2,6,5,5,59,52,51,beginner_front_end
865,Juan Sadler,44663802,0,46,39,2,2,6,6,3,7,74,94,80,advanced_backend
866,Victor Geppert,64774053,48,45,37,4,5,4,2,4,2,58,68,42,advanced_front_end
867,Patricia Rosado,20691090,45,25,9,4,5,3,2,3,3,73,62,60,beginner_front_end
868,Carmen Briney,7735354,43,36,77,2,4,2,5,2,3,54,48,79,advanced_data_science
869,Raphael Williams,45765502,37,25,18,1,3,2,2,6,3,52,61,89,beginner_data_science
870,Kimberly Spencer,72108840,29,56,60,5,4,2,3,3,3,74,80,70,beginner_backend
871,Rita Dobbs,46628920,67,0,40,5,6,7,3,4,2,63,54,79,beginner_front_end
872,Sallie Robinson,71609034,57,36,49,2,3,6,6,1,1,47,70,64,beginner_data_science
873,Darrell Patel,92617073,0,0,60,2,8,5,1,9,0,83,55,74,beginner_backend
874,Evelyn Mitchell,87503665,50,28,22,6,4,5,2,5,5,77,72,77,advanced_backend
875,May Corbett,56262887,50,79,0,4,4,4,1,4,5,73,65,52,beginner_backend
876,Lauren Watanabe,18154167,21,16,53,0,3,6,6,5,1,59,76,61,beginner_data_science
877,Matthew Dunnaway,70552047,22,34,34,1,4,4,4,6,4,87,98,81,beginner_backend
878,Richard Murrell,8245357,53,37,47,3,2,0,2,2,2,59,38,43,beginner_front_end
879,Franklin Brewer,3025068,58,0,0,1,1,0,11,3,3,71,93,64,advanced_backend
880,Robert Garcia,26536557,37,48,60,3,5,1,5,3,2,69,61,52,beginner_front_end
881,Robert Slade,17843701,53,63,36,5,1,0,4,5,4,71,92,90,beginner_backend
882,James Keller,94534642,25,8,6,0,8,3,4,5,2,87,75,74,beginner_front_end
883,Wayne Sargent,27559439,89,54,12,9,2,7,3,4,3,65,61,81,advanced_data_science
884,Norman Gendreau,71923780,47,49,29,4,4,3,1,1,6,58,73,91,beginner_data_science
885,Brian Robinson,75950239,41,81,68,6,5,2,4,5,1,63,58,55,advanced_front_end
886,Thomas Loomis,18152863,68,0,71,3,6,2,2,2,3,53,80,92,advanced_data_science
887,Charles Chan,19531826,0,68,44,5,2,5,6,2,1,76,73,67,advanced_backend
888,Douglas Williams,59721763,48,48,31,2,2,4,6,4,6,64,77,71,advanced_backend
889,Jason Hager,20185757,57,62,21,8,4,4,5,4,0,61,59,72,advanced_data_science
890,Bradley Walla,306401,28,0,64,1,2,2,0,4,2,55,67,58,advanced_front_end
891,Samuel Looney,76439975,49,78,20,5,4,1,7,7,2,69,42,76,advanced_data_science
892,Teresa Traub,41601697,14,36,0,2,4,0,2,3,4,83,71,50,beginner_front_end
893,Beverly Rathbun,84737762,35,38,1,9,7,5,5,4,3,62,57,54,advanced_backend
894,James Jordan,65125879,24,51,41,4,5,7,0,1,4,50,68,85,beginner_data_science
895,John Burchinal,93838536,38,32,31,5,7,5,3,6,2,78,72,69,beginner_front_end
896,August Ramirez,26856779,38,53,35,6,3,0,3,6,3,64,64,81,beginner_backend
897,Doris Trell,33845716,17,29,25,8,2,5,7,4,6,86,68,80,advanced_backend
898,Thomas Wyrick,87278437,59,93,45,3,2,7,2,4,3,55,57,54,advanced_backend
899,Lauren Riley,2795113,9,50,19,0,3,3,0,4,4,,79,65,beginner_backend
900,John Hogan,67530676,16,24,25,2,3,3,6,5,2,84,63,68,beginner_backend
901,Jo Hursey,39640899,30,27,63,2,3,6,6,2,6,60,82,62,beginner_backend
902,Linda Burdette,19269167,14,51,33,2,6,1,3,5,3,85,84,59,beginner_front_end
903,Heather Lee,80184660,38,87,75,3,5,3,5,6,2,68,41,63,advanced_data_science
904,Charles Wunderlich,12181557,13,27,61,2,4,0,2,7,6,36,78,81,advanced_front_end
905,Vera Tolbert,89264064,37,49,49,3,2,4,2,6,1,59,46,52,beginner_backend
906,Shawn Mcelroy,59716843,54,92,32,4,10,2,8,3,1,78,61,74,advanced_front_end
907,Alex Nelson,84315229,88,23,31,7,5,4,2,8,0,55,77,46,advanced_data_science
908,Charlotte Brown,27011392,60,10,72,0,5,,5,7,1,58,56,76,beginner_front_end
909,Charles Clark,61732445,59,0,42,2,7,3,2,4,1,60,59,57,advanced_front_end
910,Dollie Pyle,43499827,35,40,3,5,3,6,3,5,2,52,81,68,advanced_data_science
911,Eugene Perry,3706467,37,38,35,2,3,1,0,2,1,67,54,50,beginner_front_end
912,Arthur Luera,44488287,12,19,6,1,3,0,4,5,4,87,77,63,beginner_front_end
913,Dionna Burton,28306078,37,38,40,2,6,1,5,7,3,77,65,57,beginner_front_end
914,Ronald Clasen,11504614,42,59,23,4,4,3,2,5,2,77,67,50,beginner_front_end
915,Robert Bradford,21066711,0,0,82,0,0,7,1,9,4,65,52,45,advanced_front_end
916,Warren Rivera,54503025,23,21,12,1,3,1,0,5,4,70,39,78,beginner_front_end
917,Alicia Jones,33349022,9,44,35,2,7,1,1,4,3,34,95,51,advanced_front_end
918,Vivian Wiker,45034818,25,50,45,5,5,0,5,5,5,71,92,95,beginner_backend
919,Patricia Rafter,93673406,38,46,0,5,4,3,4,5,0,63,48,57,advanced_data_science
920,Kathryn Bond,31529320,81,67,72,0,4,6,1,4,3,36,88,,beginner_data_science
921,Michael White,47900300,0,25,69,0,4,4,1,6,0,95,92,82,beginner_backend
922,Tiffany Palacios,3759686,25,43,23,7,2,9,0,1,4,57,88,99,advanced_data_science
923,Brett Kresge,63058158,48,33,22,7,3,6,3,4,7,84,78,70,advanced_backend
924,Horace Daly,26837651,33,55,30,4,3,5,3,6,0,71,53,59,beginner_backend
925,Simone Boose,97331000,80,67,22,3,1,4,6,3,4,73,66,64,beginner_backend
926,Jose Keen,87084720,42,67,60,3,3,1,3,5,3,49,69,68,advanced_front_end
927,Steven Necaise,70062909,10,61,50,5,3,5,4,4,6,71,76,70,advanced_backend
928,George Rohrs,51557094,31,38,31,5,2,2,3,7,5,85,41,52,beginner_front_end
929,Amanda Castro,76361570,67,40,46,4,5,3,3,3,2,58,49,50,beginner_front_end
930,Robert Hutchinson,49721907,58,31,18,7,2,7,2,4,4,58,78,88,advanced_data_science
931,Eric Respress,37273280,53,19,35,5,0,8,0,4,5,60,69,77,advanced_data_science
932,Maureen Lynch,33412746,49,36,16,3,10,3,5,5,6,76,76,62,beginner_front_end
933,Leslie Phelps,34212478,51,23,0,2,6,3,2,1,4,73,51,52,beginner_front_end
934,Tina Christopher,60189225,46,13,9,3,7,2,4,4,5,75,76,64,beginner_front_end
935,John Larson,94945029,66,42,50,5,4,5,1,2,2,66,47,80,advanced_data_science
936,Michelle Mintz,17105636,46,56,20,4,5,4,6,6,2,48,58,62,advanced_data_science
937,Mary Clark,64831569,56,52,43,6,3,8,3,3,6,36,72,76,advanced_data_science
938,Chad Thompson,13023446,12,19,41,2,3,4,4,3,3,60,85,76,beginner_data_science
939,Benny Gowers,32665891,47,0,35,1,4,3,0,6,4,30,85,55,advanced_front_end
940,Michael Monahan,9779039,53,32,29,1,7,8,6,5,2,74,58,46,advanced_front_end
941,Larry Davis,38002078,12,42,50,2,1,3,6,5,5,77,89,81,advanced_backend
942,James Boscio,69865955,42,60,42,5,2,0,0,3,6,60,63,70,beginner_backend
943,Carl Barra,87532770,45,0,53,3,4,3,7,4,2,66,53,78,beginner_front_end
944,Robin Post,21955928,25,41,58,2,2,2,2,6,3,70,80,81,beginner_backend
945,Gladys Larose,13279294,34,63,38,1,1,0,8,4,1,54,67,79,advanced_backend
946,Philip Biros,58522513,35,17,39,0,3,5,6,6,0,52,49,54,beginner_data_science
947,Katrina Marshall,82854675,22,58,45,2,4,2,3,7,3,56,70,70,advanced_front_end
948,Albert Bobrow,99518620,54,20,29,1,4,4,2,8,0,71,60,70,beginner_front_end
949,Paulina Love,89387919,64,43,41,4,3,6,3,5,4,49,60,61,advanced_data_science
950,Jon Dillon,27030149,43,46,49,3,1,1,7,7,0,80,90,95,beginner_backend
951,Jeffrey Pearl,54315782,11,77,43,4,3,2,11,2,4,57,57,71,advanced_backend
952,Jean Aviles,55806552,39,37,30,2,0,2,0,4,1,73,33,47,beginner_front_end
953,Ida Tellez,19308274,11,38,25,5,6,5,2,3,3,62,93,75,advanced_backend
954,Rosa Blatt,8104339,13,18,26,8,4,6,4,6,7,81,80,69,advanced_backend
955,Janice Bedard,73410508,13,8,74,1,3,7,1,6,2,62,80,70,beginner_data_science
956,Mabel Ketron,3426984,22,54,68,5,5,7,2,5,2,67,60,19,advanced_front_end
957,Jason Brown,96477793,33,1,32,0,1,0,1,3,0,70,71,,beginner_front_end
958,Nell Cassidy,43866021,48,54,50,3,1,0,7,4,5,71,89,95,beginner_backend
959,Annette Apolo,97604467,16,41,22,1,3,0,0,6,2,86,59,49,beginner_front_end
960,Tracy Candelario,41243038,54,13,61,2,3,1,0,6,3,21,62,52,advanced_front_end
961,Lloyd Rowe,17932220,62,15,72,5,11,6,5,8,3,62,61,78,beginner_front_end
962,Brian Dillon,4560501,15,70,9,3,2,0,0,5,4,69,65,80,beginner_backend
963,Ashley Craghead,40779806,49,51,24,4,8,3,3,4,3,61,83,98,beginner_data_science
964,Norma Patty,43649463,40,36,25,1,6,2,1,6,2,76,60,57,beginner_front_end
965,Jennifer Lee,67507146,37,38,50,3,4,7,2,1,3,52,82,76,beginner_data_science
966,James Rave,54055571,43,34,28,2,5,3,3,6,2,76,70,65,advanced_data_science
967,John Puleio,89184553,16,50,26,5,2,7,2,3,4,77,78,69,advanced_front_end
968,Matthew Prior,77177447,7,13,31,3,1,5,3,3,3,58,51,63,beginner_data_science
969,Eric Colangelo,92637547,85,32,25,2,8,6,3,6,6,60,37,55,beginner_front_end
970,Barbara Vanduzer,76473363,0,44,45,0,5,6,5,7,3,52,55,49,advanced_front_end
971,Nicole Hudson,21009327,45,59,27,3,2,3,2,7,0,70,64,59,beginner_backend
972,James Kehres,6268997,0,47,72,2,2,2,2,8,4,38,72,61,advanced_front_end
973,Margaret Hughes,44270711,50,31,0,2,2,2,7,1,3,74,77,81,advanced_backend
974,Julie Robinson,49216309,0,2,43,0,4,1,4,4,5,95,83,92,beginner_backend
975,Larry Szymanski,34631767,43,56,52,5,4,3,7,3,5,46,57,87,advanced_data_science
976,Enoch Givens,52321719,14,55,51,2,6,0,2,6,2,50,83,68,advanced_front_end
977,Marjorie Hunt,92703650,0,0,3,0,3,5,5,3,3,50,58,76,beginner_data_science
978,Selma Ehrhardt,5004575,0,18,56,0,1,4,3,10,5,41,65,68,advanced_front_end
979,Charles Hill,39707066,22,20,42,2,4,6,1,5,3,56,64,37,advanced_front_end
980,Matthew Patterson,31952990,0,74,30,2,7,0,5,6,4,51,77,87,advanced_front_end
981,Kenneth Burlock,30313533,83,34,9,6,2,4,6,1,5,89,59,73,advanced_backend
982,Jonathan Blair,38666959,16,19,49,3,0,7,2,3,3,58,66,63,beginner_data_science
983,Keith Lingenfelter,67506276,43,60,48,5,2,4,6,6,4,57,56,70,advanced_backend
984,Daniel Hart,82403540,62,45,9,4,7,2,4,1,6,64,63,46,beginner_front_end
985,Tami Isham,42884750,40,68,53,5,3,6,3,2,8,85,63,79,advanced_backend
986,Gloria Wagner,91332508,61,47,34,4,1,5,7,5,6,71,65,58,advanced_backend
987,Peter Hernandez,33872648,47,0,38,5,6,4,6,5,5,76,63,74,beginner_front_end
988,Jimmy Hodde,97156681,43,47,29,7,2,6,0,4,2,68,62,81,advanced_data_science
989,Amber Tanaka,8486058,20,33,20,7,3,5,7,3,4,74,71,64,advanced_backend
990,Daniel Whatley,82354061,63,23,23,3,4,3,3,3,0,64,67,59,beginner_front_end
991,Walter Moore,86265506,49,57,70,2,6,0,5,5,1,67,38,61,advanced_data_science
992,Tyrone Graham,67123099,22,19,63,5,2,6,6,1,3,80,73,53,beginner_data_science
993,Erik Mazur,92339851,61,80,26,3,3,3,1,4,5,72,74,68,beginner_backend
994,Norma Morales,58464941,39,72,23,3,4,1,7,0,0,65,59,70,advanced_backend
995,Craig Blakely,67393480,59,35,18,7,2,8,1,4,3,48,69,68,advanced_data_science
996,Gary Perez,91234422,27,75,57,5,5,1,4,5,4,58,79,76,advanced_front_end
997,Mina Peterson,84874837,12,34,3,1,4,6,0,7,2,64,48,49,beginner_backend
998,Janet Buckley,92128265,63,40,46,5,2,6,5,3,4,50,53,72,advanced_data_science
999,Johnny Turner,23102925,54,39,29,5,3,4,4,5,2,60,49,62,advanced_data_science
1000,Debbie Day,24116377,45,54,26,6,4,5,3,5,1,60,65,65,advanced_data_science
1001,Christopher Pahl,80212348,53,35,50,4,5,2,3,5,1,64,42,50,advanced_data_science
1002,Fred Acker,59080583,103,87,31,4,0,1,0,10,0,38,35,74,beginner_backend
1003,Ida Boyd,52264000,38,0,47,2,3,2,2,7,4,41,73,76,advanced_front_end
1004,Anna Morton,16856398,45,75,15,3,4,8,1,4,2,68,82,53,beginner_backend
1005,Charles Makris,53129480,57,18,42,3,5,4,2,5,1,50,63,49,advanced_data_science
1006,Sandra Caudle,65059826,54,68,82,7,4,9,2,1,2,57,90,71,beginner_data_science
1007,Granville Thornbury,43851952,78,0,58,2,6,10,5,9,2,60,42,89,beginner_front_end
1008,Mary Johnson,48921285,41,12,6,3,6,3,3,6,4,84,77,72,beginner_front_end
1009,James Carver,80008520,92,2,0,2,5,7,4,4,2,64,41,65,beginner_front_end
1010,William Fairbank,63764862,20,71,47,3,5,4,6,5,4,76,77,72,advanced_front_end
1011,Ruby Mcginnis,94195194,47,53,37,5,3,1,6,2,4,74,63,62,beginner_data_science
1012,Roger Delreal,73911230,38,56,34,4,2,5,4,1,4,77,69,84,advanced_backend
1013,Ruth Ramirez,53097746,55,38,28,5,3,5,1,1,4,63,57,94,advanced_data_science
1014,Misty Wall,62745967,57,84,6,4,0,5,3,6,1,53,70,63,beginner_backend
1015,Elizabeth Jefferies,54564208,59,59,14,8,0,7,2,1,4,72,55,100,advanced_data_science
1016,Jason Koziel,10150715,32,67,51,4,6,3,2,3,2,43,61,41,advanced_front_end
1017,Richard Stephenson,13725103,0,41,40,9,2,10,3,2,6,95,69,87,advanced_backend
1018,Thomas Rodrigues,5084498,17,56,38,7,2,7,4,3,5,80,52,87,advanced_backend
1019,Louise Johnson,95309268,57,61,44,4,5,4,3,4,1,65,55,76,advanced_data_science
1020,James Neptune,31909632,54,52,91,5,4,4,4,2,3,54,76,62,beginner_data_science
1021,Audrey Place,19641611,25,29,43,3,2,5,3,3,5,64,65,69,beginner_data_science
1022,Sharon Moran,28741088,26,43,43,4,5,3,2,5,5,46,83,58,advanced_front_end
1023,Dorothy Murley,53620564,0,104,81,5,5,0,1,4,4,55,84,54,advanced_front_end
1024,Betty Guthrie,69780422,44,13,78,1,2,5,0,0,3,61,34,73,advanced_data_science
1025,Louise Mcnamara,61488625,69,85,52,5,6,5,3,8,0,69,96,82,beginner_backend
1026,Christina Whitt,72884997,37,59,15,5,4,6,3,5,2,54,67,62,advanced_data_science
1027,Javier King,77046427,52,13,11,5,7,2,5,2,5,65,83,69,beginner_front_end
1028,Thomas Thomas,19825381,26,70,38,7,2,8,4,2,5,81,58,58,advanced_backend
1029,Maria Franklin,62560231,82,27,31,7,6,4,5,5,1,44,68,63,advanced_data_science
1030,Malcolm Ellis,64112972,0,74,44,5,2,0,0,6,3,92,63,29,beginner_front_end
1031,Maria Strode,64734445,32,49,25,5,4,4,8,6,7,53,68,57,advanced_backend
1032,Tamera Morgan,8647900,34,35,38,7,5,2,6,4,4,84,79,64,beginner_front_end
1033,Joey Threatt,39727528,20,46,34,4,1,2,4,3,2,89,86,76,beginner_backend
1034,Christopher Douglas,24634172,28,48,26,6,4,5,4,2,6,85,68,81,advanced_backend
1035,John Marlin,11162742,0,2,41,0,2,7,3,5,2,79,78,67,beginner_data_science
1036,Wendy Gotto,66940535,46,12,22,2,6,1,4,7,3,75,70,68,beginner_front_end
1037,Alan Marquis,20408880,25,25,43,2,1,5,6,3,1,37,49,50,beginner_data_science
1038,Cory Taylor,15274152,37,64,25,1,0,2,3,3,5,63,84,78,beginner_backend
1039,William Tolles,37064338,65,45,79,4,1,7,6,0,7,40,62,94,advanced_data_science
1040,Phyllis Ramirez,49906266,63,67,45,6,2,8,4,4,5,52,54,85,advanced_data_science
1041,Martin Branson,31593960,8,45,18,3,3,0,3,4,5,88,69,49,beginner_front_end
1042,Linda Therrien,60619107,44,41,48,3,5,2,4,4,4,68,73,80,advanced_front_end
1043,Michael Anthony,70860575,73,95,24,4,1,6,5,5,0,59,62,57,beginner_backend
1044,Timothy Cokely,54037114,39,41,47,3,1,0,5,2,9,52,84,89,beginner_backend
1045,Madeleine Merrick,41608339,15,48,38,8,3,6,5,1,4,88,62,87,advanced_backend
1046,Mary Williams,11328198,29,32,32,5,1,2,5,2,2,88,90,85,advanced_backend
1047,Micheal Miller,35791736,52,0,23,1,7,4,5,5,2,68,75,84,beginner_front_end
1048,Ariana Steele,21577866,38,27,62,6,2,1,0,6,5,38,87,59,advanced_front_end
1049,Michael Israel,91303937,47,54,39,6,7,4,3,3,3,69,77,47,advanced_front_end
1050,William Cunningham,25850288,26,33,49,4,3,6,4,2,3,66,65,57,beginner_data_science
1051,Garth Rivera,73727493,36,43,48,3,5,3,1,4,4,42,69,43,advanced_front_end
1052,Beatrice Riddell,45454291,10,27,18,7,5,5,5,3,4,73,87,76,advanced_backend
1053,Brian Hernandez,62155709,69,82,53,5,2,2,4,6,4,56,89,98,beginner_backend
1054,Dan Cantrell,81672732,76,29,25,0,3,3,1,5,2,61,35,51,beginner_front_end
1055,Linda Johnston,38038496,37,51,69,5,4,4,5,3,4,72,85,73,beginner_backend
1056,Jose Coffland,73336765,49,69,49,4,4,7,4,3,1,51,75,64,beginner_data_science
1057,Vickie Mills,72524572,53,36,46,6,2,6,3,2,4,62,74,95,advanced_data_science
1058,Samuel Smith,55419015,34,31,60,2,4,1,1,6,3,39,74,58,advanced_front_end
1059,Joseph Sylvester,25537929,25,69,33,6,5,2,8,1,1,70,55,66,advanced_backend
1060,James Guzman,1179021,40,43,41,5,3,5,4,8,7,57,73,70,advanced_backend
1061,Cathy Rodriguez,61816319,40,64,39,5,2,1,2,4,5,51,74,83,beginner_backend
1062,Thomas Phuong,14499092,62,64,56,5,1,0,5,5,3,53,72,88,beginner_backend
1063,Katie Biron,22140097,62,52,4,2,5,2,3,4,5,76,58,41,advanced_front_end
1064,William Arsenault,99680339,43,56,45,5,5,4,5,5,4,78,67,70,advanced_front_end
1065,Emory Loveland,34457404,42,18,50,0,2,3,2,6,4,39,70,63,advanced_front_end
1066,Nicole Calderin,93132405,35,16,38,3,3,2,8,3,2,54,68,58,beginner_data_science
1067,Joe Gonzales,85086428,28,29,38,4,7,2,3,5,4,74,84,64,beginner_front_end
1068,Don Jenson,69037017,40,43,47,2,3,4,3,2,4,61,48,90,advanced_data_science
1069,Laine Knight,90407694,44,59,57,6,6,6,2,1,4,50,84,80,beginner_data_science
1070,Lucila Phillips,61097796,28,87,41,4,2,5,1,6,3,76,45,77,advanced_data_science
1071,Andrea Richey,70473283,40,60,14,3,0,1,4,2,6,67,87,70,beginner_backend
1072,David Kraus,27967749,11,32,24,3,1,0,0,5,1,82,54,47,beginner_front_end
1073,Wendy Glowacky,83727724,52,74,8,6,3,,4,4,3,63,42,80,advanced_data_science
1074,Sheila Jung,94570695,12,45,18,9,7,9,2,4,5,64,78,40,advanced_backend
1075,Renee Likio,86342060,27,51,72,7,4,5,2,2,4,47,62,73,beginner_data_science
1076,Della Wesler,44679917,77,94,3,7,2,2,5,7,1,68,85,83,beginner_backend
1077,Gloria Hacker,67108203,31,47,31,5,3,3,2,6,2,66,65,65,beginner_backend
1078,Allen Baker,13136713,49,68,45,6,6,4,4,6,4,49,54,68,advanced_backend
1079,Cesar Dodson,51842030,16,70,0,4,1,0,2,2,5,67,63,80,beginner_backend
1080,Ruth Winston,5000685,72,41,12,2,3,3,3,3,2,65,45,50,beginner_front_end
1081,John Fitch,54539681,33,45,1,6,5,4,6,1,1,65,63,71,advanced_backend
1082,Lester Leisure,16778365,59,60,52,3,5,6,3,5,2,62,93,82,beginner_data_science
1083,John Solomon,21064330,53,32,1,6,1,6,0,5,1,65,39,56,advanced_data_science
1084,Kimberly Hernandez,38511417,32,41,35,4,4,3,3,6,4,69,65,69,beginner_backend
1085,Vernon Wadding,61003185,48,18,40,2,4,3,1,4,4,75,66,82,beginner_data_science
1086,Barbara Stewart,30325007,29,24,65,5,5,5,1,3,4,79,97,90,beginner_data_science
1087,Betty Doe,16719955,15,76,72,5,9,3,5,4,2,85,80,51,advanced_front_end
